Нас. пункт;Улица;Номер;Корпус;Литера;Метро
﻿Санкт-Петербург;Большой;61;3;;Петроградская
﻿Санкт-Петербург;Большой;62;;;Василеостровская
﻿Санкт-Петербург;Большой;63;;;Василеостровская
﻿Санкт-Петербург;Большой;63;;;Петроградская
﻿Санкт-Петербург;Большой;64;;;Василеостровская
﻿Санкт-Петербург;Большой;65;;;Петроградская
﻿Санкт-Петербург;Большой;69;;А;Петроградская
﻿Санкт-Петербург;Большой;69;;;Петроградская
﻿Санкт-Петербург;Большой;72;;;Василеостровская
﻿Санкт-Петербург;Большой;74;;;Василеостровская
﻿Санкт-Петербург;Большой;74;;;Петроградская
﻿Санкт-Петербург;Большой;75;;;Петроградская
﻿Санкт-Петербург;Большой;76;2;;Василеостровская
﻿Санкт-Петербург;Большой;76;;;Василеостровская
﻿Санкт-Петербург;Большой;76;;;Петроградская
﻿Санкт-Петербург;Большой;78;;В;Василеостровская
﻿Санкт-Петербург;Большой;79;;;Петроградская
﻿Санкт-Петербург;Большой;82;;;Василеостровская
﻿Санкт-Петербург;Большой;82;;А;Василеостровская
﻿Санкт-Петербург;Большой;84;;;Василеостровская
﻿Санкт-Петербург;Большой;88;;;Петроградская
﻿Санкт-Петербург;Большой;90;;;Василеостровская
﻿Санкт-Петербург;Большой;90;;;Петроградская
﻿Санкт-Петербург;Большой;92;;;Петроградская
﻿Санкт-Петербург;Большой;98;;;Петроградская
﻿Санкт-Петербург;Большой;98;;А;Петроградская
﻿Санкт-Петербург;Большой;101;;;Приморская
﻿Санкт-Петербург;Большой;104;;;Петроградская
﻿Санкт-Петербург;Большой;106;;;Петроградская
﻿Санкт-Петербург;Большой Казачий;1;;;Звенигородская
﻿Санкт-Петербург;Большой Казачий;4;;;Сенная пл.
﻿Санкт-Петербург;Большой Казачий;4;;;Пушкинская
﻿Санкт-Петербург;Большой Казачий;6;;;Пушкинская
﻿Санкт-Петербург;Большой Казачий;9;;;Пушкинская
﻿Санкт-Петербург;Большой Казачий;11;;;Пушкинская
﻿Санкт-Петербург;Большой Сампсониевский;4;6;;Ленина пл.
﻿Санкт-Петербург;Большой Сампсониевский;4;;;Ленина пл.
﻿Санкт-Петербург;Большой Сампсониевский;4;;;Горьковская
﻿Санкт-Петербург;Большой Сампсониевский;4;;;Петроградская
﻿Санкт-Петербург;Большой Сампсониевский;14;;;Ленина пл.
﻿Санкт-Петербург;Большой Сампсониевский;17;;;Ленина пл.
﻿Санкт-Петербург;Большой Сампсониевский;18;;;Ленина пл.
﻿Санкт-Петербург;Большой Сампсониевский;23;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;25;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;35;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;39;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;49;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;51;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;51;;А;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;53;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;56;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;57;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;59;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;61;;А;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;62;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;68;;Ж;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;70;;;Лесная
﻿Санкт-Петербург;Большой Сампсониевский;70;;;Выборгская
﻿Санкт-Петербург;Большой Сампсониевский;75;;;Удельная
﻿Санкт-Петербург;Большой Сампсониевский;75;;;Лесная
﻿Санкт-Петербург;Большой Сампсониевский;76;;;Лесная
﻿Санкт-Петербург;Большой Сампсониевский;77;;;Лесная
