Нас. пункт;Улица;Номер;Корпус;Литера;Метро
﻿Санкт-Петербург;Просвещения;28;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;30;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;30;3;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;30;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;32;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;32;3;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;33;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;33;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;34;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;35;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;35;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;35;;А;Просвещения пр.
﻿Санкт-Петербург;Просвещения;35;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;39;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;43;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;43;2;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;43;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;43;;;Выборгская
﻿Санкт-Петербург;Просвещения;46;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;46;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;50;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;50;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;52;2;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;52;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;53;1;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;53;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;53;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;53;3;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;53;4;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;53;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;54;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;62;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;64;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;68;1;;Политехническая
﻿Санкт-Петербург;Просвещения;68;1;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;68;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;68;1;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;68;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;70;2;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;70;2;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;72;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;72;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;72;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;72;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;76;1;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;76;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;78;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;78;;А;Гражданский пр.
﻿Санкт-Петербург;Просвещения;84;1;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;84;3;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;87;1;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;87;1;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;87;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;99;1;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;99;2;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;99;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;99;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;99;;;Просвещения пр.
﻿Санкт-Петербург;Просвещения;99;;А;Гражданский пр.
﻿Санкт-Петербург;Просвещения;102;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;104;;;Гражданский пр.
﻿Санкт-Петербург;Просвещения;104;;А;Гражданский пр.
﻿Санкт-Петербург;Профессора Ивашенцова;4;;;А.Hевского пл.
﻿Санкт-Петербург;Профессора Попова;2;;;Петроградская
﻿Санкт-Петербург;Профессора Попова;5;;;Петроградская
﻿Санкт-Петербург;Профессора Попова;27;;;Петроградская
﻿Санкт-Петербург;Профессора Попова;37;;;Петроградская
﻿Санкт-Петербург;Профессора Попова;41;;;Петроградская
﻿Санкт-Петербург;Профессора Попова;43;;;Петроградская
﻿Санкт-Петербург;Прудковский;4;;;Восстания пл.
﻿Санкт-Петербург;Прядильный;4;;;Сенная пл.
﻿Санкт-Петербург;Пряжки реки наб.;34;;А;Садовая
﻿Санкт-Петербург;Пряжки реки наб.;46;;;Садовая
﻿Санкт-Петербург;Пряжки реки наб.;46;;;Сенная пл.
﻿Санкт-Петербург;Пряжки реки наб.;50;;;Садовая
﻿Санкт-Петербург;Пряжки реки наб.;66;;;Спасская
﻿Санкт-Петербург;Псковская;1;;;Сенная пл.
﻿Санкт-Петербург;Псковская;6;;;Садовая
﻿Санкт-Петербург;Псковская;11;;;Садовая
﻿Санкт-Петербург;Псковская;16;;;Сенная пл.
﻿Санкт-Петербург;Псковская;22;;;Садовая
﻿Санкт-Петербург;Пугачева;9;;;Новочеркасская
﻿Санкт-Петербург;Пулковская;1;2;;Звездная
﻿Санкт-Петербург;Пулковская;2;1;;Звездная
﻿Санкт-Петербург;Пулковская;2;1;В;Звездная
﻿Санкт-Петербург;Пулковская;2;;;Звездная
﻿Санкт-Петербург;Пулковская;3;;;Звездная
﻿Санкт-Петербург;Пулковская;6;2;;Звездная
﻿Санкт-Петербург;Пулковская;6;3;;Звездная
﻿Санкт-Петербург;Пулковская;6;4;;Звездная
﻿Санкт-Петербург;Пулковская;8;1;;Звездная
﻿Санкт-Петербург;Пулковская;8;2;;Звездная
﻿Санкт-Петербург;Пулковская;8;3;;Звездная
﻿Санкт-Петербург;Пулковская;8;4;;Звездная
﻿Санкт-Петербург;Пулковская;8;;;Звездная
﻿Санкт-Петербург;Пулковская;10;1;;Звездная
﻿Санкт-Петербург;Пулковская;10;2;;Звездная
﻿Санкт-Петербург;Пулковская;10;;;Звездная
﻿Санкт-Петербург;Пулковская;11;2;;Звездная
﻿Санкт-Петербург;Пулковская;13;;;Звездная
﻿Санкт-Петербург;Пулковская;17;;;Звездная
﻿Санкт-Петербург;Пулковское;5;1;;Московская
﻿Санкт-Петербург;Пулковское;5;2;;Московская
﻿Санкт-Петербург;Пулковское;5;4;;Московская
﻿Санкт-Петербург;Пулковское;9;2;;Московская
﻿Санкт-Петербург;Пулковское;9;4;;Московская
﻿Санкт-Петербург;Пулковское;13;1;;Московская
﻿Санкт-Петербург;Пулковское;13;5;;Московская
﻿Санкт-Петербург;Пулковское;14;;;Московская
﻿Санкт-Петербург;Пулковское;14;;Е;Звездная
﻿Санкт-Петербург;Пулковское;14;;Д;Звездная
﻿Санкт-Петербург;Пулковское;14;;;Звездная
﻿Санкт-Петербург;Пулковское;14;;г;Звездная
﻿Санкт-Петербург;Пулковское;14;;Е;Звездная
﻿Санкт-Петербург;Пулковское;14;;Д;Московская
﻿Санкт-Петербург;Пулковское;14;;Г;Московская
﻿Санкт-Петербург;Пулковское;14;;г;Московская
﻿Санкт-Петербург;Пулковское;15;3;;Звездная
﻿Санкт-Петербург;Пулковское;15;3;;Московская
﻿Санкт-Петербург;Пулковское;16;;;Звездная
﻿Санкт-Петербург;Пулковское;20;4;;Московская
﻿Санкт-Петербург;Пулковское;20;4;;Звездная
﻿Санкт-Петербург;Пулковское;22;3;;Московская
﻿Санкт-Петербург;Пулковское;24;2;;Звездная
﻿Санкт-Петербург;Пулковское;26;7;;Московская
﻿Санкт-Петербург;Пулковское;26;7;;Звездная
﻿Санкт-Петербург;Пулковское;26;7;А;Звездная
﻿Санкт-Петербург;Пулковское;26;;;Московская
﻿Санкт-Петербург;Пулковское;26;;;Звездная
﻿Санкт-Петербург;Пулковское;34;1;;Звездная
﻿Санкт-Петербург;Пулковское;34;1;;Московская
﻿Санкт-Петербург;Пулковское;36;3;;Звездная
﻿Санкт-Петербург;Пулковское;36;4;;Звездная
﻿Санкт-Петербург;Пулковское;36;4;;Московская
﻿Санкт-Петербург;Пулковское;36;5;;Звездная
﻿Санкт-Петербург;Пулковское;36;;;Звездная
﻿Санкт-Петербург;Пулковское;36;;;Московская
﻿Санкт-Петербург;Пулковское;38;2;;Московская
﻿Санкт-Петербург;Пулковское;38;7;;Московская
﻿Санкт-Петербург;Пулковское;40;2;;Московская
﻿Санкт-Петербург;Пулковское;40;3;;Звездная
﻿Санкт-Петербург;Пулковское;40;3;;Московская
﻿Санкт-Петербург;Пулковское;40;;;Звездная
﻿Санкт-Петербург;Пулковское;80;;;Московская
﻿Санкт-Петербург;Пулковское;86;;;Московская
﻿Санкт-Петербург;Пулковское;99;;;Московская
﻿Санкт-Петербург;Пулковское;99;;;Звездная
﻿Санкт-Петербург;Пушкарский;9;;;Горьковская
﻿Санкт-Петербург;Пушкинская;2;;;Восстания пл.
﻿Санкт-Петербург;Пушкинская;2;;;Маяковская
﻿Санкт-Петербург;Пушкинская;6;;;Восстания пл.
﻿Санкт-Петербург;Пушкинская;6;;;Маяковская
﻿Санкт-Петербург;Пушкинская;8;;;Восстания пл.
﻿Санкт-Петербург;Пушкинская;9;;;Восстания пл.
﻿Санкт-Петербург;Пушкинская;11;;;Маяковская
﻿Санкт-Петербург;Пушкинская;11;;;Восстания пл.
﻿Санкт-Петербург;Пушкинская;12;;;Маяковская
﻿Санкт-Петербург;Пушкинская;12;;;Владимирская
﻿Санкт-Петербург;Пушкинская;12;;;Восстания пл.
﻿Санкт-Петербург;Пушкинская;15;;;Маяковская
﻿Санкт-Петербург;Пушкинская;17;;;Восстания пл.
﻿Санкт-Петербург;Пушкинская;17;;;Маяковская
﻿Санкт-Петербург;Пушкинская;18;;;Восстания пл.
﻿Санкт-Петербург;Пушкинская;18;;;Маяковская
﻿Санкт-Петербург;Пушкинская;19;;;Владимирская
﻿Санкт-Петербург;Пушкинская;19;;А;Владимирская
﻿Санкт-Петербург;Пушкинская;20;;;Восстания пл.
﻿Санкт-Петербург;Пушкинская;20;;;Маяковская
﻿Санкт-Петербург;Пятилеток;2;;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;4;1;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;5;;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;6;4;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;8;3;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;8;4;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;13;1;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;14;1;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;15;8;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;17;1;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;17;2;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;17;4;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;17;5;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;18;1;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;19;;;Большевиков пр.
﻿Санкт-Петербург;Пятилеток;20;;;Большевиков пр.
﻿Санкт-Петербург;Рабочая  (Володарский);51;;;Ветеранов пр.
﻿Санкт-Петербург;Рабочий;4;;;Сенная пл.
﻿Санкт-Петербург;Рабфаковская;3;;;Пролетарская
﻿Санкт-Петербург;Радищева;5;7;;Восстания пл.
﻿Санкт-Петербург;Радищева;19;;;Восстания пл.
﻿Санкт-Петербург;Радищева;32;;;Чернышевская
﻿Санкт-Петербург;Радищева;35;;;Чернышевская
﻿Санкт-Петербург;Радищева;39;;;Чернышевская
﻿Санкт-Петербург;Радищева;42;;;Чернышевская
﻿Санкт-Петербург;Радищева;44;;;Чернышевская
﻿Санкт-Петербург;Разъезжая;8;;;Владимирская
﻿Санкт-Петербург;Разъезжая;15;;;Владимирская
﻿Санкт-Петербург;Разъезжая;16;;;Владимирская
﻿Санкт-Петербург;Разъезжая;20;;;Владимирская
﻿Санкт-Петербург;Разъезжая;33;;;Лиговский пр.
﻿Санкт-Петербург;Разъезжая;36;;;Лиговский пр.
﻿Санкт-Петербург;Разъезжая;37;;;Лиговский пр.
﻿Санкт-Петербург;Разъезжая;37;;;Владимирская
﻿Санкт-Петербург;Разъезжая;43;1;;Лиговский пр.
﻿Санкт-Петербург;Расстанная;1;;;Обводный Канал
﻿Санкт-Петербург;Расстанная;4;;;Обводный Канал
﻿Санкт-Петербург;Расстанная;19;;;Обводный Канал
﻿Санкт-Петербург;Рашетова;6;;;Удельная
﻿Санкт-Петербург;Рашетова;7;;;Удельная
﻿Санкт-Петербург;Рашетова;13;1;;Удельная
﻿Санкт-Петербург;Рашетова;14;;;Удельная
﻿Санкт-Петербург;Революции;12;2;А;Ладожская
﻿Санкт-Петербург;Революции;15;;;Новочеркасская
﻿Санкт-Петербург;Революции;15;;;Ладожская
﻿Санкт-Петербург;Революции;17;;;Ленина пл.
﻿Санкт-Петербург;Революции;18;;;Новочеркасская
﻿Санкт-Петербург;Революции;18;;;Ленина пл.
﻿Санкт-Петербург;Революции;21;;;Новочеркасская
﻿Санкт-Петербург;Революции;33;1;;Ленина пл.
﻿Санкт-Петербург;Революции;33;4;;Новочеркасская
﻿Санкт-Петербург;Революции;43;;;Ладожская
﻿Санкт-Петербург;Революции;45;;;Ладожская
﻿Санкт-Петербург;Революции;48;;;Ладожская
﻿Санкт-Петербург;Революции;50;1;;Ладожская
﻿Санкт-Петербург;Революции;112;;;Ладожская
﻿Санкт-Петербург;Резная;6;;;Чкаловская
﻿Санкт-Петербург;Ремесленная;2;;;Спортивная
﻿Санкт-Петербург;Ремесленная;17;;;Чкаловская
﻿Санкт-Петербург;Рентгена;6;;;Петроградская
﻿Санкт-Петербург;Рентгена;11;;;Петроградская
﻿Санкт-Петербург;Рентгена;15;;;Петроградская
﻿Санкт-Петербург;Рентгена;19;;;Петроградская
﻿Санкт-Петербург;Рентгена;23;;;Петроградская
﻿Санкт-Петербург;Репина;28;;;Василеостровская
﻿Санкт-Петербург;Репина;41;;;Василеостровская
﻿Санкт-Петербург;Репищева;7;;;Пионерская
﻿Санкт-Петербург;Репищева;7;;;Комендантский пр.
﻿Санкт-Петербург;Репищева;9;;;Пионерская
﻿Санкт-Петербург;Репищева;10;1;;Комендантский пр.
﻿Санкт-Петербург;Репищева;10;1;;Пионерская
﻿Санкт-Петербург;Репищева;10;2;;Комендантский пр.
﻿Санкт-Петербург;Репищева;10;3;;Комендантский пр.
﻿Санкт-Петербург;Репищева;10;3;;Удельная
﻿Санкт-Петербург;Репищева;15;1;;Пионерская
﻿Санкт-Петербург;Репищева;15;3;;Удельная
﻿Санкт-Петербург;Репищева;17;1;;Пионерская
﻿Санкт-Петербург;Репищева;19;1;;Комендантский пр.
﻿Санкт-Петербург;Репищева;19;1;;Пионерская
﻿Санкт-Петербург;Репищева;19;2;;Удельная
﻿Санкт-Петербург;Репищева;19;3;;Удельная
﻿Санкт-Петербург;Репищева;19;3;;Пионерская
﻿Санкт-Петербург;Репищева;19;;;Пионерская
﻿Санкт-Петербург;Репищева;21;1;;Удельная
﻿Санкт-Петербург;Репищева;21;;;Удельная
﻿Санкт-Петербург;Республиканская;6;;;Новочеркасская
﻿Санкт-Петербург;Республиканская;24;1;;Новочеркасская
﻿Санкт-Петербург;Республиканская;24;;;Новочеркасская
﻿Санкт-Петербург;Республиканская;35;5;Э;Новочеркасская
﻿Санкт-Петербург;Решетникова;9;;;Электросила
﻿Санкт-Петербург;Решетникова;13;;;Электросила
﻿Санкт-Петербург;Решетникова;17;1;;Электросила
﻿Санкт-Петербург;Рижская;2;;;Новочеркасская
﻿Санкт-Петербург;Рижская;8;;;Новочеркасская
﻿Санкт-Петербург;Рижский;4;;;Балтийская
﻿Санкт-Петербург;Рижский;4;;;Технологический и-т
﻿Санкт-Петербург;Рижский;19;;;Балтийская
﻿Санкт-Петербург;Рижский;20;;;Балтийская
﻿Санкт-Петербург;Рижский;36;;;Балтийская
﻿Санкт-Петербург;Рижский;44;;;Балтийская
﻿Санкт-Петербург;Рижский;44;;д;Балтийская
﻿Санкт-Петербург;Рижский;46;;;Технологический и-т
﻿Санкт-Петербург;Рижский;48;;;Балтийская
﻿Санкт-Петербург;Рижский;50;;;Садовая
﻿Санкт-Петербург;Рижский;50;;;Технологический и-т
﻿Санкт-Петербург;Рижский;54;;;Нарвская
﻿Санкт-Петербург;Рижский;60;;;Нарвская
﻿Санкт-Петербург;Рижский;70;;Б;Балтийская
﻿Санкт-Петербург;Рижский;70;;;Нарвская
﻿Санкт-Петербург;Римского-Корсакова;1;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;1;;;Сенная пл.
﻿Санкт-Петербург;Римского-Корсакова;15;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;15;;;Сенная пл.
﻿Санкт-Петербург;Римского-Корсакова;17;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;23;;;Спасская
﻿Санкт-Петербург;Римского-Корсакова;33;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;37;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;49;;;Адмиралтейская
﻿Санкт-Петербург;Римского-Корсакова;51;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;57;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;59;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;63;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;65;;;Сенная пл.
﻿Санкт-Петербург;Римского-Корсакова;75;;;Сенная пл.
﻿Санкт-Петербург;Римского-Корсакова;77;;;Сенная пл.
﻿Санкт-Петербург;Римского-Корсакова;79;;;Сенная пл.
﻿Санкт-Петербург;Римского-Корсакова;83;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;89;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;93;;;Сенная пл.
﻿Санкт-Петербург;Римского-Корсакова;93;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;97;;;Нарвская
﻿Санкт-Петербург;Римского-Корсакова;103;;;Садовая
﻿Санкт-Петербург;Римского-Корсакова;103;;;Сенная пл.
﻿Санкт-Петербург;Рихарда Зорге;3;;;Ленинский пр.
﻿Санкт-Петербург;Рихарда Зорге;4;1;;Ленинский пр.
﻿Санкт-Петербург;Рихарда Зорге;4;2;;Ленинский пр.
﻿Санкт-Петербург;Рихарда Зорге;7;1;;Ветеранов пр.
﻿Санкт-Петербург;Рихарда Зорге;7;1;;Ленинский пр.
﻿Санкт-Петербург;Рихарда Зорге;7;;;Ветеранов пр.
﻿Санкт-Петербург;Рихарда Зорге;16;;;Ленинский пр.
﻿Санкт-Петербург;Розенштейна;18;;;Балтийская
﻿Санкт-Петербург;Роменская;9;;;Лиговский пр.
﻿Санкт-Петербург;Роменская;11;;;Лиговский пр.
﻿Санкт-Петербург;Роменская;13;;;Лиговский пр.
﻿Санкт-Петербург;Ропшинская;4;;;Чкаловская
﻿Санкт-Петербург;Ропшинская;15;;;Чкаловская
﻿Санкт-Петербург;Ропшинская;18;;;Чкаловская
﻿Санкт-Петербург;Ропшинская;19;;;Чкаловская
﻿Санкт-Петербург;Ропшинская;23;;А;Чкаловская
﻿Санкт-Петербург;Ропшинская;24;;;Чкаловская
﻿Санкт-Петербург;Ропшинская;25;;;Чкаловская
﻿Санкт-Петербург;Российский;1;;;Большевиков пр.
﻿Санкт-Петербург;Российский;3;1;;Большевиков пр.
﻿Санкт-Петербург;Российский;5;;;Большевиков пр.
﻿Санкт-Петербург;Российский;8;;;Большевиков пр.
﻿Санкт-Петербург;Российский;14;1;;Большевиков пр.
﻿Санкт-Петербург;Российский;14;;;Большевиков пр.
﻿Санкт-Петербург;Рубинштейна;4;;;Маяковская
﻿Санкт-Петербург;Рубинштейна;5;;;Владимирская
﻿Санкт-Петербург;Рубинштейна;5;;;Достоевская
﻿Санкт-Петербург;Рубинштейна;5;;А;Гостиный Двор
﻿Санкт-Петербург;Рубинштейна;9;;;Достоевская
﻿Санкт-Петербург;Рубинштейна;9;;;Владимирская
﻿Санкт-Петербург;Рубинштейна;11;;;Невский пр.
﻿Санкт-Петербург;Рубинштейна;11;;;Владимирская
﻿Санкт-Петербург;Рубинштейна;15;;;Маяковская
﻿Санкт-Петербург;Рубинштейна;15;;;Достоевская
﻿Санкт-Петербург;Рубинштейна;21;;;Достоевская
﻿Санкт-Петербург;Рубинштейна;22;;;Достоевская
﻿Санкт-Петербург;Рубинштейна;23;;;Достоевская
﻿Санкт-Петербург;Рубинштейна;23;;;Владимирская
﻿Санкт-Петербург;Рубинштейна;24;;А;Достоевская
﻿Санкт-Петербург;Рубинштейна;24;;;Владимирская
﻿Санкт-Петербург;Рубинштейна;25;;;Достоевская
﻿Санкт-Петербург;Рубинштейна;26;;;Владимирская
﻿Санкт-Петербург;Рубинштейна;26;;;Достоевская
﻿Санкт-Петербург;Рубинштейна;26;;Б;Владимирская
﻿Санкт-Петербург;Рубинштейна;27;;;Достоевская
﻿Санкт-Петербург;Рубинштейна;27;;;Владимирская
﻿Санкт-Петербург;Рубинштейна;29;;;Достоевская
﻿Санкт-Петербург;Рубинштейна;36;;;Владимирская
﻿Санкт-Петербург;Рубинштейна;38;;;Достоевская
﻿Санкт-Петербург;Руднева;1;1;;Озерки
﻿Санкт-Петербург;Руднева;3;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;3;2;;Озерки
﻿Санкт-Петербург;Руднева;5;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;7;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;8;2;;Просвещения пр.
﻿Санкт-Петербург;Руднева;8;2;;Озерки
﻿Санкт-Петербург;Руднева;8;2;а;Озерки
﻿Санкт-Петербург;Руднева;9;2;;Просвещения пр.
﻿Санкт-Петербург;Руднева;9;3;;Просвещения пр.
﻿Санкт-Петербург;Руднева;11;;;Просвещения пр.
﻿Санкт-Петербург;Руднева;13;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;19;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;19;2;;Просвещения пр.
﻿Санкт-Петербург;Руднева;21;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;21;2;;Просвещения пр.
﻿Санкт-Петербург;Руднева;21;3;;Просвещения пр.
﻿Санкт-Петербург;Руднева;22;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;22;2;;Просвещения пр.
﻿Санкт-Петербург;Руднева;24;;;Просвещения пр.
﻿Санкт-Петербург;Руднева;25;;;Просвещения пр.
﻿Санкт-Петербург;Руднева;26;;;Просвещения пр.
﻿Санкт-Петербург;Руднева;27;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;27;2;;Гражданский пр.
﻿Санкт-Петербург;Руднева;27;2;;Просвещения пр.
﻿Санкт-Петербург;Руднева;28;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;29;1;А;Просвещения пр.
﻿Санкт-Петербург;Руднева;29;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;29;2;;Просвещения пр.
﻿Санкт-Петербург;Руднева;29;;;Просвещения пр.
﻿Санкт-Петербург;Руднева;30;1;;Просвещения пр.
﻿Санкт-Петербург;Руднева;30;3;;Просвещения пр.
﻿Санкт-Петербург;Рузовская;3;;;Пушкинская
﻿Санкт-Петербург;Рузовская;19;;;Пушкинская
﻿Санкт-Петербург;Рузовская;23;;;Пушкинская
﻿Санкт-Петербург;Рузовская;25;;;Пушкинская
﻿Санкт-Петербург;Рузовская;25;;;Технологический и-т
﻿Санкт-Петербург;Рузовская;27;;;Технологический и-т
﻿Санкт-Петербург;Рузовская;29;;;Пушкинская
﻿Санкт-Петербург;Рузовская;33;;;Звенигородская
﻿Санкт-Петербург;Русановская;9;;;Ломоносовская
﻿Санкт-Петербург;Русановская;9;;;Пролетарская
﻿Санкт-Петербург;Русановская;11;2;;Ломоносовская
﻿Санкт-Петербург;Русановская;11;2;;Пролетарская
﻿Санкт-Петербург;Русановская;11;;;Ломоносовская
﻿Санкт-Петербург;Русановская;11;;;Пролетарская
﻿Санкт-Петербург;Русановская;15;1;;Ломоносовская
﻿Санкт-Петербург;Русановская;15;1;;Пролетарская
﻿Санкт-Петербург;Русановская;16;1;;Ломоносовская
﻿Санкт-Петербург;Русановская;16;1;;Пролетарская
﻿Санкт-Петербург;Русановская;16;1;;Рыбацкое
﻿Санкт-Петербург;Русановская;16;;;Ломоносовская
﻿Санкт-Петербург;Русановская;16;;;Елизаровская
﻿Санкт-Петербург;Русановская;17;1;А;Пролетарская
﻿Санкт-Петербург;Русановская;17;1;;Ломоносовская
﻿Санкт-Петербург;Русановская;17;1;;Пролетарская
﻿Санкт-Петербург;Русановская;17;1;;Дыбенко ул.
﻿Санкт-Петербург;Русановская;17;2;;Ломоносовская
﻿Санкт-Петербург;Русановская;17;2;А;Ломоносовская
﻿Санкт-Петербург;Русановская;17;2;;Рыбацкое
﻿Санкт-Петербург;Русановская;17;3;;Ломоносовская
﻿Санкт-Петербург;Русановская;17;3;;Пролетарская
﻿Санкт-Петербург;Русановская;17;4;;Ломоносовская
﻿Санкт-Петербург;Русановская;17;4;А;Ломоносовская
﻿Санкт-Петербург;Русановская;17;;;Дыбенко ул.
﻿Санкт-Петербург;Русановская;19;1;;Ломоносовская
﻿Санкт-Петербург;Русановская;19;2;А;Ломоносовская
﻿Санкт-Петербург;Русановская;19;2;;Ломоносовская
﻿Санкт-Петербург;Русановская;19;2;;Пролетарская
﻿Санкт-Петербург;Русановская;19;2;;Дыбенко ул.
﻿Санкт-Петербург;Русановская;19;2;;Обухово
﻿Санкт-Петербург;Русановская;19;3;;Ломоносовская
﻿Санкт-Петербург;Русановская;19;3;;Пролетарская
﻿Санкт-Петербург;Русановская;19;4;;Ломоносовская
﻿Санкт-Петербург;Русановская;19;5;а;Пролетарская
﻿Санкт-Петербург;Русановская;19;5;;Ломоносовская
﻿Санкт-Петербург;Русановская;19;5;а;Ломоносовская
﻿Санкт-Петербург;Русановская;19;;;Ломоносовская
﻿Санкт-Петербург;Русановская;19;;;Пролетарская
﻿Санкт-Петербург;Руставели;2;1;;Академическая
﻿Санкт-Петербург;Руставели;2;;;Академическая
﻿Санкт-Петербург;Руставели;10;;;Академическая
﻿Санкт-Петербург;Руставели;14;;;Академическая
﻿Санкт-Петербург;Руставели;20;;;Академическая
﻿Санкт-Петербург;Руставели;22;3;;Академическая
﻿Санкт-Петербург;Руставели;24;;;Академическая
﻿Санкт-Петербург;Руставели;28;;;Академическая
﻿Санкт-Петербург;Руставели;34;1;;Академическая
﻿Санкт-Петербург;Руставели;34;;;Академическая
﻿Санкт-Петербург;Руставели;37;;;Гражданский пр.
﻿Санкт-Петербург;Руставели;50;;;Гражданский пр.
﻿Санкт-Петербург;Руставели;52;;;Гражданский пр.
﻿Санкт-Петербург;Руставели;56;;;Гражданский пр.
﻿Санкт-Петербург;Руставели;58;1;;Гражданский пр.
﻿Санкт-Петербург;Руставели;58;;;Гражданский пр.
﻿Санкт-Петербург;Руставели;60;;;Гражданский пр.
﻿Санкт-Петербург;Рыбацкая;3;;;Чкаловская
﻿Санкт-Петербург;Рыбацкая;6;;;Чкаловская
﻿Санкт-Петербург;Рыбацкий;1;;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;7;;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;9;;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;13;;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;15;1;;Рыбацкое
